File name (category),Version,Level,Count
__init__.py (requests),v2.27.0,A2,23
__init__.py (requests),v2.27.1,A2,23
__init__.py (requests),v2.28.0,A2,23
__init__.py (requests),v2.28.1,A2,23
__init__.py (requests),v2.28.2,A2,23
__init__.py (requests),v2.29.0,A2,23
__init__.py (requests),v2.30.0,A2,23
__init__.py (requests),v2.31.0,A2,23
__init__.py (tests),v2.27.0,A2,4
__init__.py (tests),v2.27.1,A2,4
__init__.py (tests),v2.28.0,A2,3
__init__.py (tests),v2.28.1,A2,3
__init__.py (tests),v2.28.2,A2,3
__init__.py (tests),v2.29.0,A2,3
__init__.py (tests),v2.30.0,A2,3
__init__.py (tests),v2.31.0,A2,3
_internal_utils.py (requests),v2.27.0,A2,4
_internal_utils.py (requests),v2.27.1,A2,4
_internal_utils.py (requests),v2.28.0,A2,8
_internal_utils.py (requests),v2.28.1,A2,8
_internal_utils.py (requests),v2.28.2,A2,8
_internal_utils.py (requests),v2.29.0,A2,8
_internal_utils.py (requests),v2.30.0,A2,8
_internal_utils.py (requests),v2.31.0,A2,8
adapters.py (requests),v2.27.0,A2,169
adapters.py (requests),v2.27.1,A2,169
adapters.py (requests),v2.28.0,A2,158
adapters.py (requests),v2.28.1,A2,158
adapters.py (requests),v2.28.2,A2,158
adapters.py (requests),v2.29.0,A2,137
adapters.py (requests),v2.30.0,A2,137
adapters.py (requests),v2.31.0,A2,137
api.py (requests),v2.27.0,A2,3
api.py (requests),v2.27.1,A2,3
api.py (requests),v2.28.0,A2,3
api.py (requests),v2.28.1,A2,3
api.py (requests),v2.28.2,A2,3
api.py (requests),v2.29.0,A2,3
api.py (requests),v2.30.0,A2,3
api.py (requests),v2.31.0,A2,3
auth.py (requests),v2.27.0,A2,170
auth.py (requests),v2.27.1,A2,170
auth.py (requests),v2.28.0,A2,170
auth.py (requests),v2.28.1,A2,170
auth.py (requests),v2.28.2,A2,170
auth.py (requests),v2.29.0,A2,170
auth.py (requests),v2.30.0,A2,170
auth.py (requests),v2.31.0,A2,170
certs.py (requests),v2.27.0,A2,1
certs.py (requests),v2.27.1,A2,1
certs.py (requests),v2.28.0,A2,1
certs.py (requests),v2.28.1,A2,1
certs.py (requests),v2.28.2,A2,1
certs.py (requests),v2.29.0,A2,1
certs.py (requests),v2.30.0,A2,1
certs.py (requests),v2.31.0,A2,1
compat.py (requests),v2.27.0,A2,19
compat.py (requests),v2.27.1,A2,19
compat.py (requests),v2.28.0,A2,12
compat.py (requests),v2.28.1,A2,12
compat.py (requests),v2.28.2,A2,12
compat.py (requests),v2.29.0,A2,12
compat.py (requests),v2.30.0,A2,12
compat.py (requests),v2.31.0,A2,12
compat.py (tests),v2.27.0,A2,3
compat.py (tests),v2.27.1,A2,3
compat.py (tests),v2.28.0,A2,3
compat.py (tests),v2.28.1,A2,3
compat.py (tests),v2.28.2,A2,3
compat.py (tests),v2.29.0,A2,3
compat.py (tests),v2.30.0,A2,3
compat.py (tests),v2.31.0,A2,3
conf.py (docs),v2.27.0,A2,16
conf.py (docs),v2.27.1,A2,16
conf.py (docs),v2.28.0,A2,16
conf.py (docs),v2.28.1,A2,16
conf.py (docs),v2.28.2,A2,16
conf.py (docs),v2.29.0,A2,16
conf.py (docs),v2.30.0,A2,16
conf.py (docs),v2.31.0,A2,16
conftest.py (tests),v2.27.0,A2,34
conftest.py (tests),v2.27.1,A2,34
conftest.py (tests),v2.28.0,A2,32
conftest.py (tests),v2.28.1,A2,32
conftest.py (tests),v2.28.2,A2,32
conftest.py (tests),v2.29.0,A2,32
conftest.py (tests),v2.30.0,A2,32
conftest.py (tests),v2.31.0,A2,32
cookies.py (requests),v2.27.0,A2,151
cookies.py (requests),v2.27.1,A2,151
cookies.py (requests),v2.28.0,A2,151
cookies.py (requests),v2.28.1,A2,151
cookies.py (requests),v2.28.2,A2,151
cookies.py (requests),v2.29.0,A2,151
cookies.py (requests),v2.30.0,A2,151
cookies.py (requests),v2.31.0,A2,151
exceptions.py (requests),v2.27.0,A2,9
exceptions.py (requests),v2.27.1,A2,9
exceptions.py (requests),v2.28.0,A2,12
exceptions.py (requests),v2.28.1,A2,12
exceptions.py (requests),v2.28.2,A2,12
exceptions.py (requests),v2.29.0,A2,12
exceptions.py (requests),v2.30.0,A2,12
exceptions.py (requests),v2.31.0,A2,12
flask_theme_support.py (_themes),v2.27.0,A2,55
flask_theme_support.py (_themes),v2.27.1,A2,55
flask_theme_support.py (_themes),v2.28.0,A2,55
flask_theme_support.py (_themes),v2.28.1,A2,55
flask_theme_support.py (_themes),v2.28.2,A2,55
flask_theme_support.py (_themes),v2.29.0,A2,55
flask_theme_support.py (_themes),v2.30.0,A2,55
flask_theme_support.py (_themes),v2.31.0,A2,55
help.py (requests),v2.27.0,A2,51
help.py (requests),v2.27.1,A2,51
help.py (requests),v2.28.0,A2,51
help.py (requests),v2.28.1,A2,51
help.py (requests),v2.28.2,A2,51
help.py (requests),v2.29.0,A2,51
help.py (requests),v2.30.0,A2,51
help.py (requests),v2.31.0,A2,51
hooks.py (requests),v2.27.0,A2,2
hooks.py (requests),v2.27.1,A2,2
hooks.py (requests),v2.28.0,A2,2
hooks.py (requests),v2.28.1,A2,2
hooks.py (requests),v2.28.2,A2,2
hooks.py (requests),v2.29.0,A2,2
hooks.py (requests),v2.30.0,A2,2
hooks.py (requests),v2.31.0,A2,2
models.py (requests),v2.27.0,A2,267
models.py (requests),v2.27.1,A2,267
models.py (requests),v2.28.0,A2,261
models.py (requests),v2.28.1,A2,261
models.py (requests),v2.28.2,A2,261
models.py (requests),v2.29.0,A2,261
models.py (requests),v2.30.0,A2,261
models.py (requests),v2.31.0,A2,261
packages.py (requests),v2.27.0,A2,15
packages.py (requests),v2.27.1,A2,15
packages.py (requests),v2.28.0,A2,15
packages.py (requests),v2.28.1,A2,15
packages.py (requests),v2.28.2,A2,15
packages.py (requests),v2.29.0,A2,15
packages.py (requests),v2.30.0,A2,15
packages.py (requests),v2.31.0,A2,15
server.py (testserver),v2.27.0,A2,75
server.py (testserver),v2.27.1,A2,75
server.py (testserver),v2.28.0,A2,73
server.py (testserver),v2.28.1,A2,73
server.py (testserver),v2.28.2,A2,73
server.py (testserver),v2.29.0,A2,73
server.py (testserver),v2.30.0,A2,73
server.py (testserver),v2.31.0,A2,73
sessions.py (requests),v2.27.0,A2,222
sessions.py (requests),v2.27.1,A2,222
sessions.py (requests),v2.28.0,A2,219
sessions.py (requests),v2.28.1,A2,219
sessions.py (requests),v2.28.2,A2,219
sessions.py (requests),v2.29.0,A2,219
sessions.py (requests),v2.30.0,A2,219
sessions.py (requests),v2.31.0,A2,220
setup.py (requests),v2.27.0,A2,35
setup.py (requests),v2.27.1,A2,35
setup.py (requests),v2.28.0,A2,41
setup.py (requests),v2.28.1,A2,41
setup.py (requests),v2.28.2,A2,41
setup.py (requests),v2.29.0,A2,41
setup.py (requests),v2.30.0,A2,41
setup.py (requests),v2.31.0,A2,41
status_codes.py (requests),v2.27.0,A2,7
status_codes.py (requests),v2.27.1,A2,7
status_codes.py (requests),v2.28.0,A2,7
status_codes.py (requests),v2.28.1,A2,7
status_codes.py (requests),v2.28.2,A2,7
status_codes.py (requests),v2.29.0,A2,7
status_codes.py (requests),v2.30.0,A2,7
status_codes.py (requests),v2.31.0,A2,7
structures.py (requests),v2.27.0,A2,27
structures.py (requests),v2.27.1,A2,27
structures.py (requests),v2.28.0,A2,27
structures.py (requests),v2.28.1,A2,27
structures.py (requests),v2.28.2,A2,27
structures.py (requests),v2.29.0,A2,27
structures.py (requests),v2.30.0,A2,27
structures.py (requests),v2.31.0,A2,27
test_help.py (tests),v2.27.0,A2,8
test_help.py (tests),v2.27.1,A2,8
test_help.py (tests),v2.28.0,A2,6
test_help.py (tests),v2.28.1,A2,6
test_help.py (tests),v2.28.2,A2,6
test_help.py (tests),v2.29.0,A2,6
test_help.py (tests),v2.30.0,A2,6
test_help.py (tests),v2.31.0,A2,6
test_hooks.py (tests),v2.27.0,A2,8
test_hooks.py (tests),v2.27.1,A2,8
test_hooks.py (tests),v2.28.0,A2,8
test_hooks.py (tests),v2.28.1,A2,8
test_hooks.py (tests),v2.28.2,A2,8
test_hooks.py (tests),v2.29.0,A2,8
test_hooks.py (tests),v2.30.0,A2,8
test_hooks.py (tests),v2.31.0,A2,8
test_lowlevel.py (tests),v2.27.0,A2,150
test_lowlevel.py (tests),v2.27.1,A2,150
test_lowlevel.py (tests),v2.28.0,A2,145
test_lowlevel.py (tests),v2.28.1,A2,145
test_lowlevel.py (tests),v2.28.2,A2,145
test_lowlevel.py (tests),v2.29.0,A2,145
test_lowlevel.py (tests),v2.30.0,A2,145
test_lowlevel.py (tests),v2.31.0,A2,145
test_packages.py (tests),v2.27.0,A2,7
test_packages.py (tests),v2.27.1,A2,7
test_packages.py (tests),v2.28.0,A2,7
test_packages.py (tests),v2.28.1,A2,7
test_packages.py (tests),v2.28.2,A2,7
test_packages.py (tests),v2.29.0,A2,7
test_packages.py (tests),v2.30.0,A2,7
test_packages.py (tests),v2.31.0,A2,7
test_requests.py (tests),v2.27.0,A2,1449
test_requests.py (tests),v2.27.1,A2,1449
test_requests.py (tests),v2.28.0,A2,1491
test_requests.py (tests),v2.28.1,A2,1491
test_requests.py (tests),v2.28.2,A2,1491
test_requests.py (tests),v2.29.0,A2,1505
test_requests.py (tests),v2.30.0,A2,1505
