File name (category),Version,Level,Count
_internal_utils.py (requests),v2.28.0,C1,1
_internal_utils.py (requests),v2.28.1,C1,1
_internal_utils.py (requests),v2.28.2,C1,1
_internal_utils.py (requests),v2.29.0,C1,1
_internal_utils.py (requests),v2.30.0,C1,1
_internal_utils.py (requests),v2.31.0,C1,1
adapters.py (requests),v2.27.0,C1,1
adapters.py (requests),v2.27.1,C1,1
adapters.py (requests),v2.28.0,C1,1
adapters.py (requests),v2.28.1,C1,1
adapters.py (requests),v2.28.2,C1,1
adapters.py (requests),v2.29.0,C1,1
adapters.py (requests),v2.30.0,C1,1
adapters.py (requests),v2.31.0,C1,1
auth.py (requests),v2.27.0,C1,1
auth.py (requests),v2.27.1,C1,1
auth.py (requests),v2.28.0,C1,1
auth.py (requests),v2.28.1,C1,1
auth.py (requests),v2.28.2,C1,1
auth.py (requests),v2.29.0,C1,1
auth.py (requests),v2.30.0,C1,1
auth.py (requests),v2.31.0,C1,1
conftest.py (tests),v2.27.0,C1,1
conftest.py (tests),v2.27.1,C1,1
conftest.py (tests),v2.28.0,C1,1
conftest.py (tests),v2.28.1,C1,1
conftest.py (tests),v2.28.2,C1,1
conftest.py (tests),v2.29.0,C1,1
conftest.py (tests),v2.30.0,C1,1
conftest.py (tests),v2.31.0,C1,1
cookies.py (requests),v2.27.0,C1,4
cookies.py (requests),v2.27.1,C1,4
cookies.py (requests),v2.28.0,C1,4
cookies.py (requests),v2.28.1,C1,4
cookies.py (requests),v2.28.2,C1,4
cookies.py (requests),v2.29.0,C1,4
cookies.py (requests),v2.30.0,C1,4
cookies.py (requests),v2.31.0,C1,4
hooks.py (requests),v2.27.0,C1,1
hooks.py (requests),v2.27.1,C1,1
hooks.py (requests),v2.28.0,C1,1
hooks.py (requests),v2.28.1,C1,1
hooks.py (requests),v2.28.2,C1,1
hooks.py (requests),v2.29.0,C1,1
hooks.py (requests),v2.30.0,C1,1
hooks.py (requests),v2.31.0,C1,1
models.py (requests),v2.27.0,C1,6
models.py (requests),v2.27.1,C1,6
models.py (requests),v2.28.0,C1,5
models.py (requests),v2.28.1,C1,4
models.py (requests),v2.28.2,C1,4
models.py (requests),v2.29.0,C1,4
models.py (requests),v2.30.0,C1,4
models.py (requests),v2.31.0,C1,4
sessions.py (requests),v2.27.0,C1,6
sessions.py (requests),v2.27.1,C1,6
sessions.py (requests),v2.28.0,C1,6
sessions.py (requests),v2.28.1,C1,6
sessions.py (requests),v2.28.2,C1,6
sessions.py (requests),v2.29.0,C1,6
sessions.py (requests),v2.30.0,C1,6
sessions.py (requests),v2.31.0,C1,6
status_codes.py (requests),v2.27.0,C1,2
status_codes.py (requests),v2.27.1,C1,2
status_codes.py (requests),v2.28.0,C1,2
status_codes.py (requests),v2.28.1,C1,2
status_codes.py (requests),v2.28.2,C1,2
status_codes.py (requests),v2.29.0,C1,2
status_codes.py (requests),v2.30.0,C1,2
status_codes.py (requests),v2.31.0,C1,2
structures.py (requests),v2.27.0,C1,2
structures.py (requests),v2.27.1,C1,2
structures.py (requests),v2.28.0,C1,2
structures.py (requests),v2.28.1,C1,2
structures.py (requests),v2.28.2,C1,2
structures.py (requests),v2.29.0,C1,2
structures.py (requests),v2.30.0,C1,2
structures.py (requests),v2.31.0,C1,2
test_lowlevel.py (tests),v2.27.0,C1,1
test_lowlevel.py (tests),v2.27.1,C1,1
test_lowlevel.py (tests),v2.28.0,C1,1
test_lowlevel.py (tests),v2.28.1,C1,1
test_lowlevel.py (tests),v2.28.2,C1,1
test_lowlevel.py (tests),v2.29.0,C1,1
test_lowlevel.py (tests),v2.30.0,C1,1
test_lowlevel.py (tests),v2.31.0,C1,1
test_requests.py (tests),v2.27.0,C1,14
test_requests.py (tests),v2.27.1,C1,14
test_requests.py (tests),v2.28.0,C1,14
test_requests.py (tests),v2.28.1,C1,14
test_requests.py (tests),v2.28.2,C1,14
test_requests.py (tests),v2.29.0,C1,14
test_requests.py (tests),v2.30.0,C1,14
test_requests.py (tests),v2.31.0,C1,14
test_utils.py (tests),v2.27.0,C1,1
test_utils.py (tests),v2.27.1,C1,1
test_utils.py (tests),v2.28.0,C1,1
test_utils.py (tests),v2.28.1,C1,1
test_utils.py (tests),v2.28.2,C1,1
test_utils.py (tests),v2.29.0,C1,1
test_utils.py (tests),v2.30.0,C1,1
test_utils.py (tests),v2.31.0,C1,1
utils.py (requests),v2.27.0,C1,10
utils.py (requests),v2.27.1,C1,10
utils.py (requests),v2.28.0,C1,9
utils.py (requests),v2.28.1,C1,9
utils.py (requests),v2.28.2,C1,9
utils.py (requests),v2.29.0,C1,9
utils.py (requests),v2.30.0,C1,9
utils.py (requests),v2.31.0,C1,9
utils.py (tests),v2.27.0,C1,1
utils.py (tests),v2.27.1,C1,1
utils.py (tests),v2.28.0,C1,1
utils.py (tests),v2.28.1,C1,1
utils.py (tests),v2.28.2,C1,1
utils.py (tests),v2.29.0,C1,1
utils.py (tests),v2.30.0,C1,1
utils.py (tests),v2.31.0,C1,1
